Year,Transect,Level,Replicate,Data_taken,Fucus_maxlength,Fucus_max_species,Asco_maxlength,Asco_maxbladders
NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,15,0,1,y,NA,NA,NA,NA
2020,15,0,2,y,NA,NA,NA,NA
2020,15,0,3,y,NA,NA,NA,NA
2020,15,1,1,y,NA,NA,NA,NA
2020,15,1,2,y,NA,NA,NA,NA
2020,15,1,3,y,NA,NA,NA,NA
2020,15,2,1,y,NA,NA,NA,NA
2020,15,2,2,y,NA,NA,NA,NA
2020,15,2,3,y,NA,NA,NA,NA
2020,15,3,1,y,NA,NA,NA,NA
2020,15,3,2,y,NA,NA,NA,NA
2020,15,3,3,y,NA,NA,NA,NA
2020,15,4,1,y,NA,NA,NA,NA
2020,15,4,2,y,NA,NA,NA,NA
2020,15,4,3,y,NA,NA,NA,NA
2020,15,5,1,y,NA,NA,NA,NA
2020,15,5,2,y,NA,NA,NA,NA
2020,15,5,3,y,NA,NA,NA,NA
2020,15,6,1,y,NA,NA,NA,NA
2020,15,6,2,y,0.6,FSP,NA,NA
2020,15,6,3,y,NA,NA,NA,NA
2020,15,7,1,y,3.8,FSP,NA,NA
2020,15,7,2,y,1.8,FSP,NA,NA
2020,15,7,3,y,1.4,FSP,NA,NA
2020,15,8,1,y,11.5,FD,NA,NA
2020,15,8,2,y,6.1,FD,NA,NA
2020,15,8,3,y,6.3,FD,NA,NA
2020,15,9,1,y,12.8,FD,NA,NA
2020,15,9,2,y,10.8,FD,NA,NA
2020,15,9,3,y,12.5,FD,NA,NA
2020,15,10,1,n,NA,NA,NA,NA
2020,15,10,2,n,NA,NA,NA,NA
2020,15,10,3,n,NA,NA,NA,NA
2020,15,11,1,n,NA,NA,NA,NA
2020,15,11,2,n,NA,NA,NA,NA
2020,15,11,3,n,NA,NA,NA,NA
2020,15,12,1,n,NA,NA,NA,NA
2020,15,12,2,n,NA,NA,NA,NA
2020,15,12,3,n,NA,NA,NA,NA
2020,15,13,1,n,NA,NA,NA,NA
2020,15,13,2,n,NA,NA,NA,NA
2020,15,13,3,n,NA,NA,NA,NA
2020,15,14,1,n,NA,NA,NA,NA
2020,15,14,2,n,NA,NA,NA,NA
2020,15,14,3,n,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,20,0,1,y,NA,NA,NA,NA
2020,20,0,2,y,NA,NA,NA,NA
2020,20,0,3,y,NA,NA,NA,NA
2020,20,1,1,y,NA,NA,NA,NA
2020,20,1,2,y,NA,NA,NA,NA
2020,20,1,3,y,NA,NA,NA,NA
2020,20,2,1,y,NA,NA,NA,NA
2020,20,2,2,y,NA,NA,NA,NA
2020,20,2,3,y,NA,NA,NA,NA
2020,20,3,1,y,NA,NA,NA,NA
2020,20,3,2,y,NA,NA,NA,NA
2020,20,3,3,y,NA,NA,NA,NA
2020,20,4,1,y,NA,NA,NA,NA
2020,20,4,2,y,NA,NA,NA,NA
2020,20,4,3,y,NA,NA,NA,NA
2020,20,5,1,y,NA,NA,NA,NA
2020,20,5,2,y,NA,NA,NA,NA
2020,20,5,3,y,NA,NA,NA,NA
2020,20,6,1,y,NA,NA,NA,NA
2020,20,6,2,y,NA,NA,NA,NA
2020,20,6,3,y,4.1,FD,NA,NA
2020,20,7,1,y,7.7,FD,NA,NA
2020,20,7,2,y,7.8,FD,NA,NA
2020,20,7,3,y,4.6,FD,NA,NA
2020,20,8,1,y,NA,NA,NA,NA
2020,20,8,2,y,6.4,FD,NA,NA
2020,20,8,3,y,6.7,FV,NA,NA
2020,20,9,1,y,6.1,FD,NA,NA
2020,20,9,2,y,4.2,FD,NA,NA
2020,20,9,3,y,16.7,FD,13,0
2020,20,10,1,y,5.3,FD,NA,NA
2020,20,10,2,y,NA,NA,NA,NA
2020,20,10,3,y,NA,NA,NA,NA
2020,20,11,1,n,NA,NA,NA,NA
2020,20,11,2,n,NA,NA,NA,NA
2020,20,11,3,n,NA,NA,NA,NA
2020,20,12,1,n,NA,NA,NA,NA
2020,20,12,2,n,NA,NA,NA,NA
2020,20,12,3,n,NA,NA,NA,NA
2020,20,13,1,n,NA,NA,NA,NA
2020,20,13,2,n,NA,NA,NA,NA
2020,20,13,3,n,NA,NA,NA,NA
2020,20,14,1,n,NA,NA,NA,NA
2020,20,14,2,n,NA,NA,NA,NA
2020,20,14,3,n,NA,NA,NA,NA
2020,22,-4,1,y,NA,NA,NA,NA
2020,22,-4,2,y,NA,NA,NA,NA
2020,22,-4,3,y,NA,NA,NA,NA
2020,22,-3,1,y,NA,NA,NA,NA
2020,22,-3,2,y,NA,NA,NA,NA
2020,22,-3,3,y,NA,NA,NA,NA
2020,22,-2,1,y,NA,NA,NA,NA
2020,22,-2,2,y,NA,NA,NA,NA
2020,22,-2,3,y,NA,NA,NA,NA
2020,22,-1,1,y,NA,NA,NA,NA
2020,22,-1,2,y,NA,NA,NA,NA
2020,22,-1,3,y,NA,NA,NA,NA
2020,22,0,1,y,NA,NA,NA,NA
2020,22,0,2,y,NA,NA,NA,NA
2020,22,0,3,y,NA,NA,NA,NA
2020,22,1,1,y,NA,NA,NA,NA
2020,22,1,2,y,NA,NA,NA,NA
2020,22,1,3,y,NA,NA,NA,NA
2020,22,2,1,y,NA,NA,NA,NA
2020,22,2,2,y,NA,NA,NA,NA
2020,22,2,3,y,NA,NA,NA,NA
2020,22,3,1,y,NA,NA,NA,NA
2020,22,3,2,y,NA,NA,NA,NA
2020,22,3,3,y,NA,NA,NA,NA
2020,22,4,1,y,NA,NA,NA,NA
2020,22,4,2,y,NA,NA,NA,NA
2020,22,4,3,y,NA,NA,NA,NA
2020,22,5,1,y,NA,NA,NA,NA
2020,22,5,2,y,NA,NA,NA,NA
2020,22,5,3,y,NA,NA,NA,NA
2020,22,6,1,y,NA,NA,NA,NA
2020,22,6,2,y,NA,NA,NA,NA
2020,22,6,3,y,NA,NA,NA,NA
2020,22,7,1,y,1.5,FSP,NA,NA
2020,22,7,2,y,3.8,FD,NA,NA
2020,22,7,3,y,0.6,FSP,NA,NA
2020,22,8,1,y,8.8,FD,NA,NA
2020,22,8,2,y,5.7,FD,NA,NA
2020,22,8,3,y,6.8,FD,NA,NA
2020,22,9,1,y,1.3,FD,NA,NA
2020,22,9,2,y,5.8,FD,NA,NA
2020,22,9,3,y,6.1,FD,NA,NA
2020,22,10,1,y,5.4,FD,NA,NA
2020,22,10,2,y,6.9,FD,NA,NA
2020,22,10,3,y,13.7,FD,NA,NA
2020,22,11,1,n,NA,NA,NA,NA
2020,22,11,2,n,NA,NA,NA,NA
2020,22,11,3,n,NA,NA,NA,NA
2020,22,12,1,n,NA,NA,NA,NA
2020,22,12,2,n,NA,NA,NA,NA
2020,22,12,3,n,NA,NA,NA,NA
2020,22,13,1,n,NA,NA,NA,NA
2020,22,13,2,n,NA,NA,NA,NA
2020,22,13,3,n,NA,NA,NA,NA
2020,22,14,1,n,NA,NA,NA,NA
2020,22,14,2,n,NA,NA,NA,NA
2020,22,14,3,n,NA,NA,NA,NA
NA,26,NA,NA,NA,NA,NA,NA,NA
2020,26,0,1,y,NA,NA,NA,NA
2020,26,0,2,y,NA,NA,NA,NA
2020,26,0,3,y,NA,NA,NA,NA
2020,26,1,1,y,NA,NA,NA,NA
2020,26,1,2,y,NA,NA,NA,NA
2020,26,1,3,y,NA,NA,NA,NA
2020,26,2,1,y,NA,NA,NA,NA
2020,26,2,2,y,NA,NA,NA,NA
2020,26,2,3,y,NA,NA,NA,NA
2020,26,3,1,y,NA,NA,NA,NA
2020,26,3,2,y,NA,NA,NA,NA
2020,26,3,3,y,NA,NA,NA,NA
2020,26,4,1,y,NA,NA,NA,NA
2020,26,4,2,y,NA,NA,NA,NA
2020,26,4,3,y,NA,NA,NA,NA
2020,26,5,1,y,NA,NA,NA,NA
2020,26,5,2,y,NA,NA,NA,NA
2020,26,5,3,y,NA,NA,NA,NA
2020,26,6,1,y,NA,NA,NA,NA
2020,26,6,2,y,NA,NA,NA,NA
2020,26,6,3,y,NA,NA,NA,NA
2020,26,7,1,y,15.5,FS,NA,NA
2020,26,7,2,y,NA,NA,NA,NA
2020,26,7,3,y,NA,NA,NA,NA
2020,26,8,1,y,41.8,FV,117.5,8
2020,26,8,2,y,56.3,FV,84.7,7
2020,26,8,3,y,NA,NA,64,5
2020,26,9,1,y,NA,NA,75.5,6
2020,26,9,2,y,33,FD,NA,NA
2020,26,9,3,y,5.6,FSP,NA,NA
2020,26,10,1,y,NA,NA,NA,NA
2020,26,10,2,y,19.5,FD,50.1,3
2020,26,10,3,y,24.8,FD,34.4,1
2020,26,11,1,y,24.8,FD,NA,NA
2020,26,11,2,y,NA,NA,29.7,1
2020,26,11,3,y,17.6,FD,36.4,2
2020,26,12,1,y,30.1,FD,NA,NA
2020,26,12,2,y,18.5,FD,NA,NA
2020,26,12,3,y,22.6,FD,NA,NA
2020,26,13,1,y,NA,NA,NA,NA
2020,26,13,2,y,31.5,FD,NA,NA
2020,26,13,3,y,34.2,FD,NA,NA
2020,26,14,1,n,NA,NA,NA,NA
2020,26,14,2,n,NA,NA,NA,NA
2020,26,14,3,n,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,5,0,1,y,NA,NA,NA,NA
2020,5,0,2,y,NA,NA,NA,NA
2020,5,0,3,y,NA,NA,NA,NA
2020,5,1,1,y,NA,NA,NA,NA
2020,5,1,2,y,NA,NA,NA,NA
2020,5,1,3,y,NA,NA,NA,NA
2020,5,2,1,y,NA,NA,NA,NA
2020,5,2,2,y,NA,NA,NA,NA
2020,5,2,3,y,NA,NA,NA,NA
2020,5,3,1,y,NA,NA,NA,NA
2020,5,3,2,y,NA,NA,NA,NA
2020,5,3,3,y,NA,NA,NA,NA
2020,5,4,1,y,NA,NA,NA,NA
2020,5,4,2,y,NA,NA,NA,NA
2020,5,4,3,y,NA,NA,NA,NA
2020,5,5,1,y,NA,NA,NA,NA
2020,5,5,2,y,NA,NA,NA,NA
2020,5,5,3,y,NA,NA,NA,NA
2020,5,6,1,y,NA,NA,NA,NA
2020,5,6,2,y,14.5,FS,NA,NA
2020,5,6,3,y,8.8,FS,13.4,0
2020,5,7,1,y,NA,NA,56.6,5
2020,5,7,2,y,NA,NA,97,8
2020,5,7,3,y,NA,NA,71.7,3
2020,5,8,1,y,11.4,FV,58.7,5
2020,5,8,2,y,36.8,FD,57.6,4
2020,5,8,3,y,24.8,FD,30,3
2020,5,9,1,y,NA,NA,60.3,1
2020,5,9,2,y,15.3,FD,47.3,3
2020,5,9,3,y,12.9,FD,40.1,2
2020,5,10,1,y,NA,NA,61.4,2
2020,5,10,2,y,13.9,FD,43.3,3
2020,5,10,3,y,49.2,FD,24.9,1
2020,5,11,1,y,NA,NA,52.8,6
2020,5,11,2,y,29.4,FD,18.1,0
2020,5,11,3,y,36,FD,55.2,3
2020,5,12,1,y,17.3,FD,NA,NA
2020,5,12,2,y,15.2,FD,39.1,3
2020,5,12,3,y,19.5,FD,31,2
2020,5,13,1,y,18.2,FD,NA,NA
2020,5,13,2,y,19.4,FD,15.2,0
2020,5,13,3,y,25.9,FD,NA,NA
2020,5,14,1,n,NA,NA,NA,NA
2020,5,14,2,n,NA,NA,NA,NA
2020,5,14,3,n,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,7,0,1,y,NA,NA,NA,NA
2020,7,0,2,y,NA,NA,NA,NA
2020,7,0,3,y,NA,NA,NA,NA
2020,7,1,1,y,NA,NA,NA,NA
2020,7,1,2,y,NA,NA,NA,NA
2020,7,1,3,y,NA,NA,NA,NA
2020,7,2,1,y,NA,NA,NA,NA
2020,7,2,2,y,NA,NA,NA,NA
2020,7,2,3,y,NA,NA,NA,NA
2020,7,3,1,y,NA,NA,NA,NA
2020,7,3,2,y,NA,NA,NA,NA
2020,7,3,3,y,NA,NA,NA,NA
2020,7,4,1,y,NA,NA,NA,NA
2020,7,4,2,y,NA,NA,NA,NA
2020,7,4,3,y,NA,NA,NA,NA
2020,7,5,1,y,NA,NA,NA,NA
2020,7,5,2,y,NA,NA,NA,NA
2020,7,5,3,y,NA,NA,NA,NA
2020,7,6,1,y,5.7,FV,NA,NA
2020,7,6,2,y,NA,NA,NA,NA
2020,7,6,3,y,NA,NA,NA,NA
2020,7,7,1,y,26.1,FS,17,1
2020,7,7,2,y,12.8,FS,49.2,3
2020,7,7,3,y,27.4,FS,50.1,4
2020,7,8,1,y,NA,NA,50.4,3
2020,7,8,2,y,11.4,FD,55.8,3
2020,7,8,3,y,NA,NA,73.1,4
2020,7,9,1,y,24.4,FD,50.3,2
2020,7,9,2,y,33.1,FD,22.3,1
2020,7,9,3,y,28,FD,21.5,0
2020,7,10,1,y,23.2,FD,44.2,1
2020,7,10,2,y,17.1,FV,NA,NA
2020,7,10,3,y,14,FD,13.1,2
2020,7,11,1,y,18.8,FD,NA,NA
2020,7,11,2,y,11.2,FD,NA,NA
2020,7,11,3,y,29.1,FD,NA,NA
2020,7,12,1,n,NA,NA,NA,NA
2020,7,12,2,n,NA,NA,NA,NA
2020,7,12,3,n,NA,NA,NA,NA
2020,7,13,1,n,NA,NA,NA,NA
2020,7,13,2,n,NA,NA,NA,NA
2020,7,13,3,n,NA,NA,NA,NA
2020,7,14,1,n,NA,NA,NA,NA
2020,7,14,2,n,NA,NA,NA,NA
2020,7,14,3,n,NA,NA,NA,NA
